token_id,finance_score
0,-13.250089859909853
1,-13.250089859909853
2,-13.250089859909853
3,-13.250089859909853
4,-13.250089859909853
5,-3.4103142413720797
6,-1.924231547147696
7,-0.1309596716114816
8,0.4155568534808616
9,-0.5215956516743981
10,1.3719431075819073
11,-0.7678600361461082
12,0.4633217705587338
13,0.14951241667550633
14,1.6991141853617395
15,-0.1624360457743968
16,-0.11949185518244138
17,0.04739912024222236
18,-0.05175781880941441
19,0.28818493806341033
20,0.27807819894192715
21,0.244518265696686
22,-1.37022073426178
23,-4.023592451134737
24,-1.7847277188123216
25,2.3058341871195696
26,-0.45360629718741957
27,0.08813594926594816
28,1.157494422512976
29,-0.3025613982154699
30,-0.1332526142738681
31,-0.861081786954189
32,-0.9084446798807271
33,-0.5695314029431645
34,-0.49771221379103314
35,-0.6210174460345161
36,-0.3596465818066365
37,-1.1873235678598195
38,-0.2744759207295418
39,-0.8534485748928529
40,-1.6910290187920367
41,-0.08629343515637322
42,-2.0599176971573185
43,0.4020875400657836
44,-1.1300936620621986
45,-1.1090295625301478
46,-1.4912679450356379
47,-1.8128740936357346
48,-0.5372990943781139
49,0.20625775131961524
50,-0.09492864627198591
51,0.19067261118861367
52,-0.6249948483205614
53,-1.4597313959466718
54,-0.9935100361084322
55,-1.4765424076559712
56,-0.05342235903622397
57,-2.1753977469252828
58,-2.2152979106433928
59,-3.1857042766307995
60,-5.729133169777715
61,-2.7372079636773217
62,-1.94547934526099
63,-4.285912307127403
64,-4.637005925876869
65,-6.920246058166379
66,-2.6193492129493694
67,-5.29473748615984
68,-4.692336148902396
69,-5.174794958310138
70,-5.482186773420144
71,-5.045273036037936
72,-3.6114445098857155
73,-7.8052317690519555
74,-4.629866701441006
75,-3.8935912851505337
76,-7.657375864154855
77,-2.2884257062762305
78,-6.251040894423069
79,-4.650456142303122
80,-5.941333511936005
81,-2.979763033124494
82,-6.548795384286452
83,-4.969931388204889
84,-6.21382462544351
85,-4.033233457232741
86,-4.91399571781504
87,-2.5680072665437113
88,-6.281112360959046
89,-2.6792617542432797
90,-8.045925845032661
91,-6.023161171274675
92,-8.029412782199614
93,-3.2061493687320457
94,-5.894247044333626
95,-12.250089859909853
96,-12.250089859909853
97,-12.250089859909853
98,-8.359141089275585
99,-3.0366067990456065
100,-5.308293002223864
101,-8.331824349100344
102,-3.74544257093294
103,-12.250089859909853
104,-7.112679595031752
105,-4.961201039483736
106,-13.250089859909853
107,-12.250089859909853
108,-6.037390864096014
109,-2.0251333211245015
110,-12.250089859909853
111,-12.250089859909853
112,-12.250089859909853
113,-12.250089859909853
114,-12.250089859909853
115,-12.250089859909853
116,-12.250089859909853
117,-12.250089859909853
118,-12.250089859909853
119,-12.250089859909853
120,-12.250089859909853
121,-12.250089859909853
122,-12.250089859909853
123,-5.063489201368696
124,-1.8162038523523345
125,-0.5259928996673433
126,-0.4219953348194164
127,-5.7451469244772015
128,-5.830480458528398
129,-6.132371513091072
130,-8.174007149745705
131,-7.850788979038075
132,-7.123807364429614
133,-12.250089859909853
134,-6.63321561956513
135,-8.825859693057094
136,-12.250089859909853
137,-12.250089859909853
138,-9.277528186274466
139,-12.250089859909853
140,-4.311427441025746
141,11.266990308445083
142,-0.7467062869660397
143,-5.462287138932802
144,-2.6522153403206317
145,-4.117332280937109
146,-2.9347151864754104
147,-6.821049629572386
148,-4.894585187702867
149,-6.093325631583882
150,-3.1007685024853724
151,-7.403106124962864
152,-5.215946112306175
153,-7.302204931919186
154,-2.137550971689835
155,-7.160083442133338
156,-6.1815922162358445
157,-4.33032157287199
158,-2.132472395145496
159,-4.631144492604768
160,-6.832539109026949
161,-2.8590958138198532
162,-2.240474443620448
163,-5.884906366527857
164,-3.084641920837498
165,-3.836939047707148
166,-2.615383254449808
167,-4.485815521505641
168,-4.94204860726898
169,-7.436577324421043
170,-2.069821357183301
171,-5.000781181425603
172,-5.000631150589985
173,-7.471515530287513
174,-2.1001306610416592
175,-7.861358289803108
176,-0.8143989612061591
177,-0.25675575042608567
178,-0.45978943446863524
179,-1.8470124926564508
180,-0.6367091879051301
181,-2.4734351125747414
182,0.05507162570726685
183,-0.8999030754061458
184,-0.5729576876865604
185,-0.08825755589619243
186,-2.080508293416163
187,-0.9237682982141416
188,-0.5398379069392703
189,-1.7832231653452288
190,-1.934733938320842
191,-1.7545889204925869
192,-0.11126535591449974
193,-1.0007977151678646
194,-1.6766517633795301
195,-0.14567572191524
196,-0.17570033818864733
197,-2.0319597988412688
198,-1.116759876475589
199,-0.011389867929829491
200,0.27359421913280574
201,-0.27062237512685794
202,-1.4464419622913705
203,-2.1214055047133216
204,-1.3365331189732617
205,-0.9276853608970963
206,0.33620031688574503
207,-0.7082114589543538
208,-1.330405447336528
209,-0.8015257836939864
210,-1.1580772750074309
211,-1.9927017205087247
212,-1.6280267728872044
213,0.459435905988134
214,0.32097797218178004
215,-2.3623851708677126
216,-0.5559629599029045
217,-0.5856802736823606
218,-1.6345701106818928
219,-0.9720650738855625
220,-1.8842448011943944
221,-0.3982345896422319
222,-0.21660168954850698
223,1.3592559362253018
224,-1.5859548053117847
225,-1.4549622128116255
226,-1.639424892080211
227,-1.6632545811779063
228,-1.8396036990579319
229,-1.2922288076692086
230,-0.9132101069805869
231,-1.15662859297802
232,-2.3117733990944207
233,-0.405615691485494
234,-1.848298092194767
235,0.16527116362046465
236,-2.9982644560467318
237,0.44984051469378533
238,-2.0627911803613173
239,0.05894655955063535
240,-2.3567510521559583
241,-2.432489928482668
242,-2.3474079414154794
243,-1.5418666249348891
244,-2.513844182797351
245,-1.8564902096261913
246,-1.2333276065123677
247,-2.2545452991939707
248,0.24981455046133363
249,-0.8530306223405058
250,0.057677950453093804
251,-1.4641081253688346
252,-1.791775928349694
253,-1.9130698834966717
254,-0.7008663170428435
255,1.1080575130519073
256,-2.0974833080894335
257,4.771106073828764
258,-0.7346291231392978
259,-0.1762750281078056
260,-0.955037976397777
261,0.8913738358882023
262,0.010284800255954909
263,-2.1506772286479805
264,1.3670983482777814
265,-1.9724738696415802
266,-1.9070162151826129
267,-1.8030342680049194
268,-1.6063940483914796
269,4.523534500342596
270,-1.2952665345298524
271,2.652499206688639
272,-0.45819280779420224
273,1.2828903724251977
274,-2.0091555347215095
275,3.688095728186413
276,-2.706578878368006
277,-1.5761426906409701
278,-1.8915095510509885
279,-1.693501071565519
280,-1.9091030773926307
281,0.7024380033968447
282,-1.409077582149337
283,-2.009062173827068
284,-1.8373974582824293
285,-1.23289174502463
286,-1.3333138188921554
287,0.0156403718715269
288,0.5819610728063265
289,-2.5108337980842945
290,-1.5109725495355615
291,-0.5579364251599882
292,0.7652756925181604
293,-1.9287275515208
294,-1.3756720783988876
295,-2.1691806002966008
296,-2.1549655344107332
297,-1.6615329116792354
298,-1.8542004474457092
299,-0.1371842968947851
300,-2.730676262174789
301,-1.512084618445028
302,-1.662177111201367
303,-1.3904308521024593
304,-1.2927314122318
305,-1.7462347965911085
306,-2.762402515803082
307,-1.347559346510479
308,-0.07418155726979621
309,-1.1410688434541147
310,0.8820444812838051
311,-2.1021105697466598
312,-0.6722469886896956
313,-0.09932667893821351
314,-0.8961938930074144
315,1.323430192578306
316,-1.3525280744338355
317,-2.0498340672918345
318,-2.0437417701153495
319,0.07699346453199425
320,-1.828993698294335
321,-1.1530000093210855
322,0.56881779548513
323,-1.4649629522452405
324,0.5396518598124969
325,-0.7213060003943927
326,-1.0542705024294845
327,-2.6266852743256206
328,-0.6654462195645848
329,-0.027597528743743948
330,-2.2021785877812063
331,-1.5045744352050048
332,-1.3780654659930855
333,-1.6490745991797386
334,-1.205898417078235
335,-1.2038912192475957
336,-1.2803390751554113
337,0.6167684295868343
338,-1.9767958597850996
339,-2.2553229136626847
340,-0.4735833761618992
341,0.6996721965265253
342,-0.8363684132745245
343,-2.1452963237272167
344,-1.2115062668529226
345,2.333739396408788
346,-1.4475013038724291
347,-1.3059264297350677
348,-2.0089353161017973
349,-2.024197946321347
350,-1.2587671965884315
351,-1.405051561579415
352,-0.5826471045709908
353,-1.0703898345348561
354,-1.9221805881199931
355,-0.006968945588767352
356,-2.40998868350403
357,1.7222086380116257
358,-1.067305418648147
359,-0.502848717285516
360,-1.4315082774407495
361,-2.1916939656233896
362,-2.0568144557226837
363,-0.4775413344149736
364,-2.1570102186764584
365,-1.3279180246446016
366,-1.0975650054115618
367,-1.715519284732687
368,-1.5584833018087954
369,-2.3021409374664286
370,-1.5231676668841072
371,-0.8281619557139064
372,2.035658772566852
373,-2.63651486627933
374,-1.2376703385210888
375,-0.7532058993045213
376,-1.7928943218684743
377,-1.6822325460920835
378,-2.631293261910841
379,-1.6875745497300814
380,-1.4020669052014443
381,1.6318099536201494
382,-2.1501113045617473
383,-0.7521662332439448
384,-2.5924028462922286
385,-2.2328879427785777
386,-2.412963387435024
387,-1.7117321186749797
388,-0.29404079068924577
389,-1.5045209152685544
390,-1.9328872198536233
391,-0.7618692135588739
392,-1.88897174215051
393,-0.8905839275691075
394,-1.5335617598644506
395,-1.2292745977003727
396,-0.8409669488879067
397,-2.6782756080395806
398,-1.789524300888456
399,-0.48576820266946075
400,-1.958236344768524
401,-0.4134879778032193
402,-2.518153612635091
403,-0.5774814192131184
404,1.2973453368537429
405,0.31966145137669233
406,-2.093965354924388
407,-2.035081144512298
408,0.7232101477067959
409,-2.0216611689864212
410,-0.606995687013502
411,-1.0602959165023174
412,3.20921988378451
413,-3.2018634152258008
414,-0.8066938245801337
415,-0.5542108492300986
416,0.538587561761509
417,-1.039325072023984
418,1.0207982693554398
419,1.329662083727771
420,-0.42294968873928757
421,-1.6212488353927126
422,3.686209461815803
423,-2.6596536253531555
424,-1.083331044005972
425,-1.7931043891095704
426,-1.9593688981904085
427,0.9131891515480456
428,1.351025737452776
429,-1.9158042680622742
430,0.07037133892155954
431,-1.370650055608624
432,-1.2269649787628054
433,-2.0858888489389686
434,-2.6677706835640924
435,-1.3238288675010537
436,-0.7824725846644018
437,-1.6032634792357614
438,3.9724461191595117
439,0.03242717149582659
440,0.6613685692843755
441,-1.318148290472269
442,2.9343785232105994
443,-2.2821283250229465
444,-1.285426444876851
445,-1.4855503766490479
446,-2.666052779642246
447,2.3967917065577238
448,2.175220307511548
449,-1.914333432410319
450,-1.869591501619984
451,-2.4282127596683476
452,-2.644558682680469
453,1.1324833003000379
454,-0.6364370074399852
455,-1.6306696959763105
456,-1.5178076156145572
457,-1.1080085562173332
458,-0.7751901332819104
459,4.487316132780766
460,-0.014119243374890489
461,4.873015705689774
462,-0.7084768876086662
463,-0.7342821483280755
464,-3.136464506173577
465,-2.5875812295497576
466,-1.3562640445303167
467,-1.3606222961389784
468,-0.6391087509466676
469,-1.4060631885233852
470,-0.8481777349276334
471,-0.22021211139445346
472,-1.2673802870677011
473,-1.361967277601758
474,-2.275699142116069
475,0.3903895670696659
476,-1.7969098102034209
477,-1.252045630340092
478,-2.551771695966705
479,-1.7557479465548391
480,-1.9119016130818107
481,-1.4967680833489596
482,-1.78856775494256
483,-0.3566132048185131
484,2.558099911402735
485,2.7491786864557346
486,-0.6061864915069465
487,-0.22275636985245395
488,0.9476831865453071
489,4.4507414711674675
490,-0.8623696346110806
491,-1.1842439332309584
492,0.30385140672982675
493,-1.5300449973098906
494,0.7192786991776258
495,-0.010222546727857048
496,-1.8241064992920593
497,1.7115807821642124
498,1.99320505583512
499,-1.1078031236270902
500,-2.7354960227278586
501,-1.6970301070398728
502,-2.3225931030224496
503,-2.4440977402478015
504,-2.2746076514972753
505,-1.5486657797754395
506,-1.5712682361563777
507,-0.9117614127333883
508,-1.857799508884096
509,-2.297926768462029
510,-0.9515192543218676
511,2.785699716269594
512,0.4369109510334251
